studyname,col_2631,col_2632,col_2630,col_2633,col_2634,col_2635,col_2636,col_2637,col_2638,col_2639,col_2640,col_2641,col_2642
PD93-01,1993,9.353,18,600,40,-64.9333,-64.4,424.97,0,3.92,0,0,
PD93-01,1993,9.702,27,600,60,-64.8146,-64.7166,249.05,0,1.4,0,0,
PD93-01,1993,9.865,33,600,80,-64.6953,-65.0304,2.08,0,0.52,2.08,0,
PD93-01,1993,10.207,43,600,100,-64.5753,-65.3414,0.48,3.63,37.72,0.24,0.24,
PD93-01,1993,10.346,50,600,120,-64.4546,-65.6497,0.26,0,1.82,0,0,
PD93-01,1993,10.592,59,600,140,-64.3333,-65.9553,0.6,0,0.8,0,0,
PD93-01,1993,10.771,66,600,160,-64.2114,-66.2582,24.37,0,0,0,0,
PD93-01,1993,11.049,74,600,180,-64.0889,-66.5584,8.7,-999,-999,-999,-999,
PD93-01,1993,11.247,83,600,200,-63.9658,-66.856,0,39.5,1.96,8.96,17.09,
PD93-01,1993,12.498,115,600,180,-64.0889,-66.5584,5.66,0,299.91,52.78,0,
PD93-01,1993,13.063,128,500,180,-64.7356,-67.9955,24.44,0,67.89,20.37,2.26,
PD93-01,1993,13.261,136,500,160,-64.8611,-67.6949,0,0,28.96,2.94,34.17,
PD93-01,1993,13.394,140,500,140,-64.9859,-67.3914,50.71,0.28,34.74,6.44,0,
PD93-01,1993,13.601,149,500,120,-65.1102,-67.0851,0.52,0,1.56,4.41,0,
PD93-01,1993,13.882,158,500,100,-65.2338,-66.776,18.49,0,33.9,0,0,
PD93-01,1993,14.065,166,500,80,-65.3568,-66.4639,0.73,0,14.26,0,0,
PD93-01,1993,14.238,172,500,60,-65.4792,-66.1489,200.86,0,218.51,0,0,
PD93-01,1993,25.923,643,600,30,-64.9924,-64.2407,0.33,0,65.38,0,0,
PD93-01,1993,25.966,644,595,30,-65.0262,-64.3105,955.27,0,0,0,0,
PD93-01,1993,26.012,645,595,35,-64.9967,-64.3903,0.63,0,2.1,0.11,0,
PD93-01,1993,26.039,646,595,35,-64.9967,-64.3903,0.77,0,1.93,0,0,
PD93-01,1993,27.899,677,400,60,-66.1291,-67.6552,0.97,0,314.31,0.24,12.81,
PD93-01,1993,28.842,706,400,80,-66.0036,-67.9707,69.98,0,0.61,0.61,0.3,
PD93-01,1993,29.097,718,400,100,-65.8776,-68.283,9900.86,0,0,0,0,
PD93-01,1993,29.252,721,400,120,-65.7509,-68.5923,0,0,9.6,0.52,6.23,
PD93-01,1993,29.718,742,400,160,-65.4957,-69.2019,16.2,0,24.66,15.72,0,
PD93-01,1993,30.755,774,400,180,-65.3672,-69.5022,15.83,0,389.33,5.97,0,
PD93-01,1993,31.038,784,400,200,-65.2382,-69.7996,10.64,0.78,131.33,39.19,0,
PD93-01,1993,31.297,790,300,200,-65.8501,-71.3783,383.79,0,1680.85,0,0,
PD93-01,1993,31.5,803,300,180,-65.9823,-71.0822,31.66,0,875.44,6.16,0,
PD93-01,1993,31.794,812,300,160,-66.1138,-70.783,99.89,0,60.93,0,0,
PD93-01,1993,32.017,822,300,140,-66.2448,-70.4807,16.35,0,2.34,0.52,0,
PD93-01,1993,32.26,830,300,120,-66.3753,-70.1753,0,0,62.47,36.14,11.77,
PD93-01,1993,32.477,838,300,100,-66.5052,-69.8667,405.22,0,1.69,0,0,
PD93-01,1993,32.772,848,300,80,-66.6344,-69.5548,0.84,0,1.12,5.6,0,
PD93-01,1993,32.866,853,300,60,-66.7631,-69.2397,2586.83,0,172.57,0,49.3,
PD93-01,1993,33.094,863,300,40,-66.8912,-68.9213,7.3,0,456.42,4.26,365.14,
PD93-01,1993,33.708,870,200,200,-66.4442,-73.0329,2.74,0,67.85,0.3,0,
PD93-01,1993,33.973,880,200,160,-66.7142,-72.442,36.51,0,26.78,0,0,
PD93-01,1993,34.11,888,200,120,-66.9821,-71.838,0,0,29.26,0,0,
PD93-01,1993,34.251,894,200,80,-67.2477,-71.2207,0,0,9.34,0,0,
PD93-01,1993,34.406,900,200,40,-67.5111,-70.5896,736.79,0,10.86,0,74.45,
PD93-01,1993,35.568,906,380,10,-66.737,-67.5797,2.74,0,3.22,0,1.07,
PD94-01,1994,12.425,12,500,60,-65.4792,-66.1489,0.25,0,8414.36,0,0.49,
PD94-01,1994,12.944,27,500,80,-65.3568,-66.4639,30.23,3.84,136.5,0.23,0,
PD94-01,1994,13.431,34,500,100,-65.2338,-66.776,0.44,95.46,274.1,16.24,0,
PD94-01,1994,13.783,46,500,120,-65.1102,-67.0851,1.58,1.4,6916.88,8.24,0,
PD94-01,1994,14.388,52,500,140,-64.9859,-67.3914,0.72,9.65,5.79,68.79,0,
PD94-01,1994,14.668,63,500,160,-64.8611,-67.6949,28.43,0,4879.03,58.96,0,
PD94-01,1994,14.765,70,500,180,-64.7356,-67.9955,28.11,4.36,73.85,6.28,0,
PD94-01,1994,14.896,77,500,200,-64.6096,-68.2934,26.29,0,743.8,16.19,0,
PD94-01,1994,15.389,81,600,200,-63.9658,-66.856,0.5,76.88,11.9,4.22,0,
PD94-01,1994,15.637,94,600,180,-64.0889,-66.5584,8.65,19.07,1297.41,18.85,0,
PD94-01,1994,15.755,101,600,160,-64.2114,-66.2582,17,0.44,83.03,33.57,0,
PD94-01,1994,16.421,108,600,140,-64.3333,-65.9553,0,119.73,428.39,28.4,0,
PD94-01,1994,16.596,117,600,120,-64.4546,-65.6497,1.99,75.74,85.21,24.75,0,
PD94-01,1994,17.503,128,600,100,-64.5753,-65.3414,6.88,209.83,569.24,0,0,
PD94-01,1994,17.67,137,600,80,-64.6953,-65.0304,67.77,466.92,204.55,6.21,0,
PD94-01,1994,18.524,151,600,40,-64.9333,-64.4,193.1,56.89,338.49,0,0,
PD94-01,1994,18.769,164,600,60,-64.8146,-64.7166,133.34,170.37,280.54,6.13,0,
PD94-01,1994,19.465,171,610,30,-64.9248,-64.1016,0.16,231.95,1332.86,0,0,
PD94-01,1994,19.573,177,620,30,-64.857,-63.9632,0.67,135.58,149.45,0.67,0,
PD94-01,1994,19.769,187,620,40,-64.7982,-64.1224,1.03,27.45,48.74,2.82,0,
PD94-01,1994,20.382,194,616,60,-64.712,-64.4923,0.75,332.98,17.16,6.79,0,
PD94-01,1994,20.519,201,610,70,-64.688,-64.7344,33.79,130.21,49.06,8.95,0,
PD94-01,1994,21.388,213,600,60,-64.8146,-64.7166,120.36,101.44,0.07,4.78,0,
PD94-01,1994,21.658,225,600,40,-64.9333,-64.4,0.37,0.75,1240.05,0.19,0,
PD94-01,1994,21.79,232,595,30,-65.0262,-64.3105,135.56,276.47,88.94,0,0,
PD94-01,1994,22.383,239,590,50,-64.9413,-64.6986,53.79,38.06,42.06,0.14,0,
PD94-01,1994,22.635,252,590,70,-64.822,-65.0139,9.66,126.96,1314.31,11.44,0,
PD94-01,1994,22.858,264,580,40,-65.068,-64.6805,8.05,68.5,468.36,0,0,
PD94-01,1994,23.467,273,570,30,-65.1946,-64.6621,78.16,2.24,5.51,0.61,28.57,
PD94-01,1994,25.494,308,620,15,-64.9449,-63.7232,4.38,34.02,20.66,0,12.52,
PD94-01,1994,25.698,319,602,14,-65.0725,-63.955,1.23,0,5.65,0,640.1,
PD94-01,1994,26.511,341,585,10,-65.2118,-64.1295,18.47,0,2,0,240.35,
PD94-01,1994,26.669,350,575,10,-65.2794,-64.2702,73.01,0,0.24,0,24.02,
PD94-01,1994,27.515,362,550,5,-65.4776,-64.5441,1.52,0,-0.76,0,3.18,
PD94-01,1994,27.849,376,510,0,-65.7756,-65.04,22.06,0,10.2,0,17.06,
PD94-01,1994,28.831,390,440,15,-66.1481,-66.3227,50.45,0,2.96,0,8.45,
PD94-01,1994,29.774,407,380,20,-66.5075,-67.3252,11.57,1.79,5.21,0.16,68.74,
PD94-01,1994,29.929,411,369,24,-66.55,-67.5403,16.56,0,7.01,0,98.21,
PD94-01,1994,31.426,417,400,40,-66.254,-67.3366,0.78,13.69,455.01,0.26,6.72,
PD94-01,1994,31.654,432,400,60,-66.1291,-67.6552,0.72,27.65,2.15,0.18,80.24,
PD94-01,1994,31.815,441,400,80,-66.0036,-67.9707,90.45,0.3,33.32,0,0,
PD94-01,1994,32.427,449,400,100,-65.8776,-68.283,1.33,3.54,34.37,0.15,0,
PD94-01,1994,32.542,456,400,120,-65.7509,-68.5923,50.51,48.98,66.84,0.19,0,
PD94-01,1994,32.785,469,400,140,-65.6236,-68.8986,76.06,3.13,1527.21,0.3,0,
PD94-01,1994,33.381,474,400,160,-65.4957,-69.2019,20.09,95.73,6.76,0.41,0,
PD94-01,1994,33.572,486,400,180,-65.3672,-69.5022,5.68,10.25,30.76,28.38,0,
PD94-01,1994,33.789,497,400,200,-65.2382,-69.7996,6.89,18.78,109.42,14.99,0,
PD94-01,1994,34.378,502,300,200,-65.8501,-71.3783,7.44,36.43,8.39,0,0,
PD94-01,1994,34.565,511,300,180,-65.9823,-71.0822,45.43,169.19,406.89,0.29,0,
PD94-01,1994,34.783,522,300,160,-66.1138,-70.783,4.69,0,182.22,0,0,
PD94-01,1994,35.381,527,300,140,-66.2448,-70.4807,9.9,0.32,338.62,0,0,
PD94-01,1994,35.576,537,300,120,-66.3753,-70.1753,9.31,0,438.79,0,0,
PD94-01,1994,35.781,547,300,100,-66.5052,-69.8667,6.76,0,272.84,6.93,0,
PD94-01,1994,37.342,553,300,80,-66.6344,-69.5548,0.14,11.43,48.05,0,0,
PD94-01,1994,37.467,564,300,60,-66.7631,-69.2397,5.76,23.46,39.14,0,10.19,
PD94-01,1994,37.592,575,300,40,-66.8912,-68.9213,24.48,14.97,13.61,0,51.49,
PD95-01,1995,8.501,145,500,60,-65.4792,-66.1489,1.14,0,100.84,1.04,6.53,
PD95-01,1995,8.881,158,500,80,-65.3568,-66.4639,8.32,0,457.08,30.68,68.74,
PD95-01,1995,9.254,170,500,100,-65.2338,-66.776,13.08,0,51.84,1.79,0,
PD95-01,1995,9.349,174,500,120,-65.1102,-67.0851,0.11,0,422.69,-999,0,
PD95-01,1995,9.573,183,500,140,-64.9859,-67.3914,0,0,180.51,16.61,0.18,
PD95-01,1995,9.725,193,500,160,-64.8611,-67.6949,1.75,0,32.52,21.35,5.47,
PD95-01,1995,9.903,203,500,180,-64.7356,-67.9955,1.47,0,19.29,32.31,0,
PD95-01,1995,10.083,212,500,200,-64.6096,-68.2934,0.52,0.26,4.16,43.86,0,
PD95-01,1995,10.444,229,600,200,-63.9658,-66.856,0,0.12,1.6,81.15,0,
PD95-01,1995,10.568,237,600,180,-64.0889,-66.5584,0.16,0,6.67,42.63,0,
PD95-01,1995,10.772,248,600,160,-64.2114,-66.2582,39.03,0,334.25,50.55,0,
PD95-01,1995,10.944,258,600,140,-64.3333,-65.9553,24,0,51.26,10.06,0,
PD95-01,1995,11.348,272,600,40,-64.9333,-64.4,0.3,0,102.45,0.6,0,
PD95-01,1995,11.65,286,600,80,-64.6953,-65.0304,0.27,0,339.02,4.51,0,
PD95-01,1995,11.867,298,600,100,-64.5753,-65.3414,2.33,0,631.94,6.4,0,
PD95-01,1995,12.058,308,600,120,-64.4546,-65.6497,3.24,2.13,0,20.66,0,
PD95-01,1995,15.069,448,600,30,-64.9924,-64.2407,0.09,0,141.58,0.09,-999,
PD95-01,1995,16.519,542,600,60,-64.8146,-64.7166,0.21,0,-999,-999,-999,
PD95-01,1995,17.072,568,620,15,-64.9449,-63.7232,0,0,118.85,0.96,49.97,
PD95-01,1995,17.483,577,595,14,-65.1179,-64.0247,0.14,0,5.09,0,22.84,
PD95-01,1995,17.718,585,585,10,-65.2118,-64.1295,0.36,0,2.39,0.12,0,
PD95-01,1995,18.311,592,575,10,-65.2794,-64.2702,0.65,0,3.88,0.9,25.59,
PD95-01,1995,18.598,603,550,5,-65.4776,-64.5441,0.71,0,14.02,0,0.18,
PD95-01,1995,18.785,612,530,5,-65.6119,-64.8312,1.17,0,64.18,1.17,14,
PD95-01,1995,26.298,949,400,200,-65.2382,-69.7996,13.64,0.36,588.02,87.09,0,
PD95-01,1995,26.508,960,400,180,-65.3672,-69.5022,5.48,0.13,163.95,51.63,0,
PD95-01,1995,26.678,971,400,160,-65.4957,-69.2019,1.92,0,52.05,54.13,0,
PD95-01,1995,26.84,980,400,140,-65.6236,-68.8986,0.1,-999,102.26,33.92,0.61,
PD95-01,1995,27.044,988,400,120,-65.7509,-68.5923,0,0,416.56,26.46,-999,
PD95-01,1995,27.335,995,400,100,-65.8776,-68.283,0.41,0,142.35,62.64,0,
PD95-01,1995,27.478,1003,400,80,-66.0036,-67.9707,3.21,0,310.98,30.26,6.16,
PD95-01,1995,27.626,1011,400,60,-66.1291,-67.6552,5.1,0,1.15,95.46,0.16,
PD95-01,1995,27.873,1024,400,40,-66.254,-67.3366,4.9,0,475.82,47.41,0.47,
PD95-01,1995,28.308,1027,300,40,-66.8912,-68.9213,0,0,222.46,40.03,0,
PD95-01,1995,28.482,1034,300,60,-66.7631,-69.2397,0.28,0,7,76.98,0.14,
PD95-01,1995,28.636,1041,300,80,-66.6344,-69.5548,0.64,0,0,36.21,0,
PD95-01,1995,28.804,1049,300,100,-66.5052,-69.8667,1.37,0,1.37,52.42,0,
PD95-01,1995,28.012,1058,300,120,-66.3753,-70.1753,13.53,0,3.04,27.52,0,
PD95-01,1995,29.278,1063,300,140,-66.2448,-70.4807,0.43,0,302.29,6.97,0,
PD95-01,1995,29.497,1073,300,160,-66.1138,-70.783,18.49,0.11,1638.64,46.74,0,
PD95-01,1995,29.661,1081,300,180,-65.9823,-71.0822,17.96,0.24,505.2,30.13,0,
PD95-01,1995,29.918,1092,300,200,-65.8501,-71.3783,17.5,0,90.43,21.23,0,
PD95-01,1995,30.344,1100,200,200,-66.4442,-73.0329,12.23,0.32,1383.96,37.81,0,
PD95-01,1995,30.616,1115,200,180,-66.5795,-72.7391,22.43,0,851.65,2.75,0,
PD95-01,1995,30.788,1123,200,160,-66.7142,-72.442,14.09,0,329.51,13.05,0,
PD95-01,1995,31.043,1134,200,140,-66.8484,-72.1417,32.9,0,565.22,55.23,0,
PD95-01,1995,31.266,1143,200,120,-66.9821,-71.838,1.02,2.73,363.47,8.86,0,
PD95-01,1995,31.492,1153,200,100,-67.1152,-71.5311,10.36,0,6.02,5.18,0,
PD95-01,1995,31.645,1161,200,80,-67.2477,-71.2207,93.18,0,0.55,6.69,0,
PD95-01,1995,31.835,1169,200,60,-67.3797,-70.9069,0.47,0,0,17.25,1.09,
PD95-01,1995,32.039,1180,200,40,-67.5111,-70.5896,1.04,0,28.55,13.04,0.26,
PD95-01,1995,32.212,1183,200,20,-67.6418,-70.2688,1.68,1.6,4.25,28.72,54.25,
PD95-01,1995,32.454,1193,200,0,-67.772,-69.9445,1.17,2.19,5.11,17.08,14.74,
PD95-01,1995,33.707,1211,360,10,-66.6988,-67.4767,0.34,0,29.49,62.1,0.34,
PD95-01,1995,33.893,1216,380,10,-66.5697,-67.1631,0,0,6.22,5.62,0.07,
PD95-01,1995,34.359,1226,400,15,-66.4091,-66.9339,0.78,0,9.81,5.25,4.57,
PD95-01,1995,34.56,1236,420,15,-66.2789,-66.6267,0.09,0,0.55,0.18,0,
PD95-01,1995,35.056,1252,440,15,-66.1481,-66.3227,0.57,0,52.28,3.51,2.37,
PD95-01,1995,37.172,1313,600,40,-64.9333,-64.4,28.89,0,1246.67,2.63,-999,
PD96-01,1996,9.608,34,500,60,-65.4792,-66.1489,65.1,0,146.17,33.72,401.67,
PD96-01,1996,9.836,46,500,80,-65.3568,-66.4639,408.24,0,249.57,38.88,1.46,
PD96-01,1996,10.042,56,500,100,-65.2338,-66.776,1788.32,0,113.81,41.19,26.61,
PD96-01,1996,10.234,66,500,120,-65.1102,-67.0851,3.92,0,43.33,230.79,4.26,
PD96-01,1996,10.843,82,500,140,-64.9859,-67.3914,4.08,0,322.08,142.14,0,
PD96-01,1996,10.998,92,500,160,-64.8611,-67.6949,4.67,0,85.67,341.23,0,
PD96-01,1996,11.209,100,500,180,-64.7356,-67.9955,5.13,0.83,413.69,508.47,0,
PD96-01,1996,11.419,109,500,200,-64.6096,-68.2934,57.48,0.54,550.54,74.55,0,
PD96-01,1996,11.721,119,500,220,-64.483,-68.5884,23.22,0,241.61,218.96,0,
PD96-01,1996,11.803,123,500,240,-64.3558,-68.8808,17.44,0,465.87,21.6,0,
PD96-01,1996,12.105,135,600,240,-64.7178,-67.4433,29.45,17.69,98.06,279.93,0,
PD96-01,1996,12.201,139,600,220,-63.8421,-67.1509,10.75,4.92,298.85,492.27,0,
PD96-01,1996,12.289,142,600,200,-63.9658,-66.856,7.66,0.27,90.09,165.75,0,
PD96-01,1996,12.667,155,600,180,-64.0889,-66.5584,40.64,0,367.24,837.31,0,
PD96-01,1996,12.828,164,600,160,-64.2114,-66.2582,28.64,0,515.93,68.98,0,
PD96-01,1996,12.99,173,600,140,-64.3333,-65.9553,16.2,0,423.21,90.38,0,
PD96-01,1996,13.502,186,600,120,-64.4546,-65.6497,1.02,0,695.14,20.04,0,
PD96-01,1996,13.658,195,600,100,-64.5753,-65.3414,141.85,0,881.42,31.24,0,
PD96-01,1996,13.856,204,600,80,-64.6953,-65.0304,13.9,0,81.29,19.14,0,
PD96-01,1996,14.014,213,600,60,-64.8146,-64.7166,8.49,0,92.1,27.47,1.19,
PD96-01,1996,15,254,600,40,-64.9333,-64.4,71.72,0,907.86,1.42,0,
PD96-01,1996,19.665,465,613,40,-64.8417,-64.224,7.82,0,43.13,5.44,0.7,
PD96-01,1996,19.806,470,605,45,-64.8683,-64.417,1.81,0,114.44,2.48,0,
PD96-01,1996,21.513,510,604,14,-65.0608,-63.9278,1752.88,0,180.63,0,191.73,
PD96-01,1996,21.745,517,595,14,-65.1487,-64.0883,1378.27,0,11.77,0,115.04,
PD96-01,1996,21.958,525,585,10,-65.2118,-64.1295,696.51,0,35.58,0,146.66,
PD96-01,1996,22.468,535,575,10,-65.2794,-64.2702,8.49,0,24.51,1.43,35.38,
PD96-01,1996,22.635,544,550,5,-65.4776,-64.5441,13.78,0,2.39,0.11,0,
PD96-01,1996,23.923,601,626,31,-64.8303,-63.8255,657.25,0,12.19,0.2,24.38,
PD96-01,1996,24.052,604,617,28,-64.8766,-64.0203,92.94,0,34.45,1.02,2.54,
PD96-01,1996,24.106,606,622,29,-64.8582,-63.901,8.7,0,68.2,6.01,0.26,
PD96-01,1996,26.294,674,400,200,-65.2382,-69.7996,29.24,0,495.52,147.87,1.12,
PD96-01,1996,26.678,688,400,180,-65.3672,-69.5022,14.98,0,366.78,174.62,0,
PD96-01,1996,26.842,697,400,160,-65.4957,-69.2019,13.16,0,907.08,219.27,0,
PD96-01,1996,26.994,706,400,140,-65.6236,-68.8986,8.71,0,6.83,5.25,0,
PD96-01,1996,27.144,714,400,120,-65.7509,-68.5923,110.63,0,601.76,2.1,0,
PD96-01,1996,27.273,720,400,100,-65.8776,-68.283,14.88,0,152.76,34.75,0.92,
PD96-01,1996,27.42,730,400,80,-66.0036,-67.9707,30.35,0,26.27,52.54,3.46,
PD96-01,1996,27.626,742,400,60,-66.1291,-67.6552,2.71,0,15.46,109.1,0.11,
PD96-01,1996,27.781,751,400,40,-66.254,-67.3366,13.8,0,51.56,21.57,328.89,
PD96-01,1996,28.326,766,300,40,-66.8912,-68.9213,119.72,0,196.52,110.05,109.08,
PD96-01,1996,28.506,775,300,60,-66.7631,-69.2397,2.15,0,96.84,184.92,2,
PD96-01,1996,28.722,787,300,80,-66.6344,-69.5548,191.9,0,69.4,106.5,0,
PD96-01,1996,28.894,796,300,100,-66.5052,-69.8667,24.72,0,93.06,102.57,0,
PD96-01,1996,29.053,805,300,120,-66.3753,-70.1753,50.74,0,256.84,116.45,3.77,
PD96-01,1996,29.234,814,300,140,-66.2448,-70.4807,91.21,0,255.43,182.79,2.15,
PD96-01,1996,29.431,825,300,160,-66.1138,-70.783,99.13,0,128.36,70.77,0,
PD96-01,1996,29.608,834,300,180,-65.9823,-71.0822,23.72,0,920.43,100.09,0,
PD96-01,1996,29.965,846,300,200,-65.8501,-71.3783,14.23,0,201.67,0,0,
PD96-01,1996,30.301,853,200,200,-66.4442,-73.0329,1.39,0,43.59,0,0.12,
PD96-01,1996,30.619,865,200,180,-66.5795,-72.7391,14.85,0,24.02,0,0,
PD96-01,1996,30.779,874,200,160,-66.7142,-72.442,14.16,0,881.48,0,0,
PD96-01,1996,30.942,883,200,140,-66.8484,-72.1417,9.64,0,249.66,0,0,
PD96-01,1996,31.082,892,200,120,-66.9821,-71.838,4.05,0,428.38,90.41,1.14,
PD96-01,1996,31.226,897,200,100,-67.1152,-71.5311,1.22,0,708.76,139.93,1.32,
PD96-01,1996,31.407,906,200,80,-67.2477,-71.2207,0.44,0,43.08,73.97,0.79,
