,studyName,Date,Island,Colony,Time,Sample Number,Bird Weight (g),Sex,Culmen Length (mm),Culmen Depth (mm),Sample Weight (g),E. superba Weight (g),Number of E. superba,T. macrura Weight (g),Number of T. macrura,Fish Weight (g),Number of Fish,year,month
383,PAL0001,2001-02-15,TOR,23,1800,44,4250,F,38.5,17.1,240.0,288.0,351,0.0,0,1.0,1,2001,2
384,PAL0001,2001-02-15,TOR,23,1800,45,4300,F,38.0,16.7,302.0,352.0,384,0.0,0,0.0,0,2001,2
385,PAL0102,2001-12-05,TOR,23,1825,1001,4000,F,37.8,17.8,37.0,47.0,112,0.0,0,0.0,0,2001,12
386,PAL0102,2001-12-05,TOR,23,1825,1002,3600,F,36.2,19.3,74.0,85.0,288,0.0,0,0.0,0,2001,12
387,PAL0102,2001-12-05,TOR,23,1825,1003,3900,F,37.6,18.4,0.0,0.0,0,0.0,0,0.0,0,2001,12
388,PAL0102,2001-12-05,TOR,23,1825,1004,4900,M,38.0,20.6,33.0,33.0,64,0.0,0,0.0,0,2001,12
389,PAL0102,2001-12-28,TOR,23,1800,1005,4300,M,41.0,19.8,262.0,296.0,636,0.0,0,6.0,0,2001,12
390,PAL0102,2001-12-28,TOR,23,1800,1006,4100,F,35.7,20.1,151.0,146.0,211,0.0,0,5.0,0,2001,12
391,PAL0102,2001-12-28,TOR,23,1800,1007,5000,M,37.7,20.8,115.0,185.0,228,0.0,0,10.0,0,2001,12
392,PAL0102,2001-12-28,TOR,23,1800,1008,4650,M,40.4,20.2,30.0,17.0,34,0.0,0,5.0,0,2001,12
393,PAL0102,2001-12-28,TOR,23,1800,1009,4200,M,39.5,19.5,126.0,137.0,216,0.0,0,1.0,0,2001,12
394,PAL0102,2002-01-07,TOR,23,1100,1010,4300,F,36.8,19.9,0.0,0.0,0,0.0,0,0.0,0,2002,1
395,PAL0102,2002-01-07,TOR,23,1100,1011,4700,M,40.1,20.0,368.0,368.0,1147,0.0,0,0.0,0,2002,1
396,PAL0102,2002-01-07,TOR,23,1100,1012,4300,M,38.1,18.1,241.0,295.0,874,0.0,0,0.0,0,2002,1
397,PAL0102,2002-01-07,TOR,23,1100,1013,4250,M,40.7,20.1,167.0,223.0,485,0.0,0,12.0,0,2002,1
398,PAL0102,2002-01-07,TOR,23,1100,1014,4700,M,37.5,19.2,170.0,330.0,680,0.0,0,0.0,0,2002,1
399,PAL0102,2002-01-15,TOR,23,2100,1015,4350,M,40.9,20.0,226.0,225.0,1374,0.0,0,1.0,0,2002,1
400,PAL0102,2002-01-15,TOR,23,2100,1016,4650,M,42.3,19.6,197.0,442.0,847,0.0,0,0.0,0,2002,1
401,PAL0102,2002-01-15,TOR,23,2100,1017,3850,M,40.9,18.6,115.0,225.0,164,0.0,0,0.0,0,2002,1
402,PAL0102,2002-01-15,TOR,23,2100,1018,4600,F,35.9,19.2,365.0,363.0,747,0.0,0,2.0,0,2002,1
403,PAL0102,2002-01-15,TOR,23,2100,1019,3950,M,40.6,17.9,323.0,372.0,1002,0.0,0,1.0,0,2002,1
404,PAL0102,2002-01-21,TOR,23,1830,1020,4050,F,36.8,17.5,85.0,356.0,117,0.0,0,4.0,0,2002,1
405,PAL0102,2002-01-21,TOR,23,1830,1021,4250,F,36.1,20.1,84.0,71.0,101,3.0,18,10.0,0,2002,1
406,PAL0102,2002-01-21,TOR,23,1830,1022,3550,F,34.3,17.0,156.0,471.0,187,0.0,0,25.0,0,2002,1
407,PAL0102,2002-01-21,TOR,23,1830,1023,4000,M,40.4,20.0,237.0,807.0,487,0.0,0,50.0,0,2002,1
408,PAL0102,2002-01-21,TOR,23,1830,1024,4000,F,37.9,19.9,116.0,191.0,253,0.0,0,0.0,0,2002,1
409,PAL0102,2002-01-31,TOR,23,1930,1025,4650,M,42.3,18.0,173.0,320.0,435,0.0,0,23.0,0,2002,1
410,PAL0102,2002-01-31,TOR,23,1930,1026,4450,M,39.7,18.7,213.0,102.0,150,0.0,0,110.0,0,2002,1
411,PAL0102,2002-01-31,TOR,23,1930,1027,4450,M,38.0,22.0,256.0,383.0,434,0.0,0,108.0,0,2002,1
412,PAL0102,2002-01-31,TOR,23,1930,1028,3400,F,35.3,17.9,112.0,45.0,45,2.0,12,65.0,0,2002,1
413,PAL0102,2002-01-31,TOR,23,1930,1029,4250,F,36.0,16.5,265.0,248.0,260,8.0,48,125.0,0,2002,1
414,PAL0102,2002-02-09,HUM,BCH,1900,1030,4150,M,41.4,18.0,153.0,17.0,7,0.0,0,136.0,0,2002,2
415,PAL0102,2002-02-09,HUM,BCH,1900,1031,4050,F,36.2,18.7,495.0,325.0,438,0.0,0,158.0,0,2002,2
416,PAL0102,2002-02-09,HUM,BCH,1900,1032,4450,M,38.6,19.5,216.0,293.0,126,0.0,0,59.0,0,2002,2
417,PAL0102,2002-02-09,HUM,BCH,1900,1033,4400,M,37.5,18.6,261.0,526.0,891,0.0,0,5.0,0,2002,2
418,PAL0102,2002-02-09,HUM,BCH,1900,1034,4350,M,41.4,20.4,485.0,357.0,1014,0.0,0,238.0,0,2002,2
419,PAL0102,2002-02-22,HUM,BCH,1900,1035,5000,F,36.1,17.7,120.0,96.0,309,3.0,18,20.0,0,2002,2
420,PAL0102,2002-02-22,HUM,BCH,1900,1036,4300,M,37.2,17.7,0.0,40.0,0,0.0,0,10.0,0,2002,2
421,PAL0102,2002-02-22,HUM,BCH,1900,1037,4750,M,38.8,18.7,245.0,240.0,620,0.0,0,5.0,0,2002,2
422,PAL0203,2002-12-10,TOR,BCH,1800,2001,4500,M,39.8,19.7,105.0,190.0,427,0.0,0,0.0,0,2002,12
423,PAL0203,2002-12-10,TOR,BCH,1800,2002,4700,M,40.2,19.4,194.0,303.0,679,0.0,0,1.0,1,2002,12
424,PAL0203,2002-12-10,TOR,BCH,1800,2003,5000,M,40.6,19.5,58.0,128.0,286,0.0,0,0.0,0,2002,12
425,PAL0203,2002-12-10,TOR,BCH,1800,2004,3650,M,37.2,18.7,146.0,220.0,646,0.0,0,0.0,0,2002,12
426,PAL0203,2002-12-10,TOR,BCH,1800,2005,4250,F,36.5,16.2,72.0,99.0,293,0.0,0,0.0,0,2002,12
427,PAL0203,2002-12-22,TOR,BCH,1900,2006,4200,M,36.4,17.4,74.0,73.0,236,0.0,0,0.0,0,2002,12
428,PAL0203,2002-12-22,TOR,BCH,1900,2007,4100,F,34.9,17.7,0.0,0.0,0,0.0,0,0.0,0,2002,12
429,PAL0203,2002-12-22,TOR,BCH,1900,2008,4350,M,39.4,17.8,34.0,34.0,151,0.0,0,0.0,0,2002,12
430,PAL0203,2002-12-22,TOR,BCH,1900,2009,4550,F,35.9,17.6,53.0,63.0,166,0.0,0,0.0,0,2002,12
431,PAL0203,2002-12-22,TOR,BCH,1900,2010,4550,F,32.4,18.4,195.0,275.0,912,0.0,0,0.0,0,2002,12
432,PAL0203,2002-12-29,TOR,BCH,1630,2011,4700,M,38.9,19.2,159.0,249.0,512,0.0,0,0.0,0,2002,12
433,PAL0203,2002-12-29,TOR,BCH,1630,2012,4400,M,35.4,16.7,154.0,154.0,698,0.0,0,0.0,0,2002,12
434,PAL0203,2002-12-29,TOR,BCH,1630,2013,4550,M,36.2,18.2,22.0,147.0,130,0.0,0,0.0,0,2002,12
435,PAL0203,2002-12-29,TOR,BCH,1630,2014,4300,M,36.4,18.9,140.0,155.0,675,0.0,0,0.0,0,2002,12
436,PAL0203,2002-12-29,TOR,BCH,1630,2015,3800,F,34.0,16.4,151.0,216.0,628,0.0,0,0.0,0,2002,12
437,PAL0203,2003-01-05,TOR,BCH,1800,2016,3950,F,36.2,20.1,149.0,174.0,496,0.0,0,0.0,0,2003,1
438,PAL0203,2003-01-05,TOR,BCH,1800,2017,4450,M,37.4,20.3,337.0,542.0,1380,0.0,0,0.0,0,2003,1
439,PAL0203,2003-01-05,TOR,BCH,1800,2018,4100,M,38.5,19.5,165.0,273.0,375,1.0,1,0.0,0,2003,1
440,PAL0203,2003-01-05,TOR,BCH,1800,2019,4060,M,38.0,18.4,236.0,236.0,1390,0.0,0,0.0,0,2003,1
441,PAL0203,2003-01-05,TOR,BCH,1800,2020,4350,F,34.7,17.8,182.0,292.0,987,0.0,0,0.0,0,2003,1
442,PAL0203,2003-01-15,TOR,BCH,1745,2021,3800,F,33.8,16.9,191.0,306.0,947,0.0,0,0.0,0,2003,1
443,PAL0203,2003-01-15,TOR,BCH,1745,2022,4450,M,39.6,19.1,177.0,176.0,551,0.0,0,0.0,0,2003,1
444,PAL0203,2003-01-15,TOR,BCH,1745,2023,4050,F,35.5,18.4,195.0,320.0,827,0.0,0,0.0,0,2003,1
445,PAL0203,2003-01-15,TOR,BCH,1745,2024,4250,M,38.6,17.8,368.0,548.0,910,0.0,0,0.0,0,2003,1
446,PAL0203,2003-01-27,TOR,BCH,1930,2025,4550,F,38.7,18.4,104.0,103.0,385,0.0,0,0.0,0,2003,1
447,PAL0203,2003-01-27,TOR,BCH,1935,2026,4150,F,34.8,16.6,215.0,300.0,820,0.0,0,0.0,0,2003,1
448,PAL0203,2003-01-27,TOR,BCH,1858,2027,4300,M,39.1,17.3,83.0,173.0,367,0.0,0,0.0,0,2003,1
449,PAL0203,2003-01-27,TOR,BCH,1910,2028,4400,M,42.2,18.2,214.0,522.0,890,0.0,0,2.0,1,2003,1
450,PAL0203,2003-01-27,TOR,BCH,1916,2029,4650,M,42.6,17.6,80.0,186.0,319,0.0,0,0.0,0,2003,1
451,PAL0203,2003-02-10,HUM,BCH,1605,2030,4300,F,36.8,19.0,352.0,352.0,1108,0.0,0,0.0,0,2003,2
452,PAL0203,2003-02-10,HUM,BCH,1613,2031,4650,M,38.8,18.4,179.0,264.0,506,0.0,0,0.0,0,2003,2
453,PAL0203,2003-02-10,HUM,BCH,1625,2032,5050,M,44.7,20.4,202.0,302.0,502,0.0,0,0.0,0,2003,2
454,PAL0203,2003-02-10,HUM,BCH,1635,2033,4700,F,36.5,16.4,60.0,60.0,124,0.0,0,0.0,0,2003,2
455,PAL0304,2004-01-15,TOR,23,1600,3001,3950,F,37.8,17.5,248.0,458.0,826,0.0,0,0.0,0,2004,1
456,PAL0304,2004-01-15,TOR,23,1600,3002,4050,M,40.4,18.7,147.0,242.0,462,0.0,0,0.0,0,2004,1
457,PAL0304,2004-01-15,TOR,23,1600,3003,4900,M,36.8,18.0,180.0,180.0,530,0.0,0,0.0,0,2004,1
458,PAL0304,2004-01-15,TOR,23,1600,3004,4000,F,35.6,17.9,82.0,252.0,272,0.0,0,0.0,0,2004,1
459,PAL0304,2004-01-15,TOR,23,1600,3005,3850,F,35.6,16.2,219.0,354.0,1186,0.0,0,0.0,0,2004,1
460,PAL0304,2004-01-25,TOR,23,1852,3006,4100,M,39.5,18.1,312.0,342.0,1005,0.0,0,0.0,0,2004,1
461,PAL0304,2004-01-25,TOR,23,1852,3007,4300,M,40.3,18.0,89.0,89.0,247,0.0,0,0.0,0,2004,1
462,PAL0304,2004-01-25,TOR,23,1852,3008,4700,M,38.8,19.2,78.0,78.0,275,0.0,0,0.0,0,2004,1
463,PAL0304,2004-01-25,TOR,23,1852,3009,3750,F,36.4,16.7,153.0,298.0,430,0.0,0,0.0,0,2004,1
464,PAL0304,2004-01-25,TOR,23,1852,3010,4300,M,40.1,18.9,138.0,198.0,762,0.0,0,0.0,0,2004,1
465,PAL0304,2004-02-05,TOR,23,1730,3011,4300,F,37.0,17.8,221.0,311.0,593,0.0,0,0.0,0,2004,2
466,PAL0304,2004-02-05,TOR,23,1730,3012,4150,M,39.6,18.4,101.0,247.0,273,2.0,0,2.0,5,2004,2
467,PAL0304,2004-02-05,TOR,23,1730,3013,4550,F,35.6,17.4,160.0,441.0,275,0.0,0,0.0,0,2004,2
468,PAL0304,2004-02-05,TOR,23,1730,3014,4250,M,39.8,18.0,262.0,337.0,661,0.0,0,0.0,0,2004,2
469,PAL0304,2004-02-05,TOR,23,1730,3015,4650,M,40.7,18.0,79.0,149.0,159,10.0,0,20.0,1,2004,2
470,PAL0405,2005-01-12,TOR,23,1705,4001,3850,F,32.2,17.8,299.0,299.0,526,0.0,0,0.0,0,2005,1
471,PAL0405,2005-01-12,TOR,23,1705,4002,3950,M,36.6,19.3,217.0,426.0,484,0.0,0,0.0,0,2005,1
472,PAL0405,2005-01-12,TOR,23,1705,4003,4250,M,39.8,18.7,205.0,445.0,459,0.0,0,0.0,0,2005,1
473,PAL0405,2005-01-12,TOR,23,1705,4004,4500,M,38.8,18.7,179.0,274.0,381,0.0,0,0.0,0,2005,1
474,PAL0405,2005-01-12,TOR,23,1705,4005,3450,F,31.7,15.7,249.0,354.0,488,0.0,0,0.0,0,2005,1
475,PAL0405,2005-01-21,TOR,23,1850,4006,4900,M,41.4,18.1,193.0,421.0,404,0.0,0,0.0,0,2005,1
476,PAL0405,2005-01-21,TOR,23,1850,4007,4550,F,36.8,16.3,231.0,392.0,441,0.0,0,25.0,4,2005,1
477,PAL0405,2005-01-21,TOR,23,1850,4008,3800,M,39.1,18.6,198.0,198.0,381,0.0,0,0.0,0,2005,1
478,PAL0405,2005-01-21,TOR,23,1850,4009,4625,M,40.6,20.0,148.0,378.0,317,0.0,0,0.0,0,2005,1
479,PAL0405,2005-01-21,TOR,23,1850,4010,4450,F,36.5,18.1,161.0,161.0,316,0.0,0,1.0,0,2005,1
480,PAL0405,2005-02-01,TOR,23,1630,4011,5200,M,41.5,19.5,255.0,252.0,564,0.0,0,3.0,0,2005,2
481,PAL0405,2005-02-01,TOR,23,1630,4012,4300,F,36.0,17.4,157.0,222.0,353,0.0,0,0.0,0,2005,2
482,PAL0405,2005-02-01,TOR,23,1630,4013,4500,M,39.6,19.1,268.0,663.0,549,0.0,0,0.0,0,2005,2
483,PAL0405,2005-02-01,TOR,23,1630,4014,4050,M,39.1,17.0,163.0,53.0,106,107.0,0,0.0,0,2005,2
484,PAL0405,2005-02-01,TOR,23,1630,4015,4550,F,37.3,18.1,146.0,315.0,219,0.0,0,0.0,0,2005,2
485,PAL0506,2005-12-27,TOR,BCH,1920,5001,3650,F,35.4,18.4,0.0,0.0,0,0.0,0,0.0,0,2005,12
486,PAL0506,2005-12-27,TOR,BCH,1935,5002,3650,F,35.9,17.2,143.0,20.0,25,123.0,0,0.0,0,2005,12
487,PAL0506,2005-12-27,TOR,BCH,1950,5003,4350,M,39.3,19.2,291.0,148.0,228,143.0,0,0.0,0,2005,12
488,PAL0506,2005-12-27,TOR,BCH,2005,5004,4450,F,33.7,16.7,249.0,171.0,264,74.0,0,0.0,0,2005,12
489,PAL0506,2005-12-27,TOR,BCH,2020,5005,4400,M,38.2,17.3,150.0,149.0,234,0.0,0,0.0,0,2005,12
490,PAL0506,2005-12-27,TOR,BCH,2035,5006,3900,F,33.5,17.2,177.0,172.0,247,0.0,0,3.0,0,2005,12
491,PAL0506,2006-01-11,TOR,BCH,1830,5007,4150,M,39.4,16.2,228.0,228.0,341,0.0,0,0.0,0,2006,1
492,PAL0506,2006-01-11,TOR,BCH,1845,5008,4750,M,42.0,19.2,196.0,196.0,247,0.0,0,0.0,0,2006,1
493,PAL0506,2006-01-11,TOR,BCH,1900,5009,4200,F,35.7,15.8,216.0,7.0,6,208.0,0,0.0,0,2006,1
494,PAL0506,2006-01-11,TOR,BCH,1915,5010,4100,F,36.1,16.8,129.0,129.0,195,0.0,0,0.0,0,2006,1
495,PAL0506,2006-01-11,TOR,BCH,1930,5011,3700,F,34.6,14.4,172.0,170.0,328,0.0,0,2.0,0,2006,1
496,PAL0506,2006-01-25,TOR,BCH,1830,5012,3950,M,39.2,18.7,160.0,0.0,0,160.0,0,0.0,0,2006,1
497,PAL0506,2006-01-25,TOR,BCH,1830,5013,0,M,38.9,17.4,300.0,0.0,0,300.0,0,1.0,0,2006,1
498,PAL0607,2007-01-06,TOR,BCH,1630,6001,4600,M,42.0,18.1,132.7,132.7,454,0.0,0,0.0,0,2007,1
499,PAL0607,2007-01-06,TOR,BCH,1645,6002,4600,M,41.7,19.0,134.1,134.1,500,0.0,0,0.0,0,2007,1
500,PAL0607,2007-01-06,TOR,BCH,1700,6003,5100,M,37.8,18.2,219.2,219.2,1218,0.0,0,0.0,0,2007,1
501,PAL0607,2007-01-06,TOR,BCH,1715,6004,4650,F,34.6,17.8,225.7,225.7,1918,0.0,0,0.0,0,2007,1
502,PAL0607,2007-01-06,TOR,BCH,1715,6005,3350,F,36.5,16.4,69.1,69.1,104,0.0,0,0.0,0,2007,1
503,PAL0607,2007-01-13,TOR,BCH,1700,6006,4000,M,41.8,16.2,179.0,179.0,585,0.0,0,0.0,0,2007,1
504,PAL0607,2007-01-13,TOR,BCH,1715,6007,3900,M,40.4,19.1,188.0,188.0,686,0.0,0,0.0,0,2007,1
505,PAL0607,2007-01-13,TOR,BCH,1720,6008,3800,F,34.5,15.0,205.6,205.6,554,0.0,0,0.0,0,2007,1
506,PAL0607,2007-01-13,TOR,BCH,1730,6009,4000,F,36.7,16.6,188.8,188.8,458,0.0,0,0.0,0,2007,1
507,PAL0607,2007-01-13,TOR,BCH,1730,6010,4300,F,32.5,17.9,219.2,218.2,736,0.0,0,0.0,0,2007,1
508,PAL0607,2007-01-19,TOR,BCH,1730,6011,3600,F,36.8,16.6,199.5,199.5,326,0.0,0,0.0,0,2007,1
509,PAL0607,2007-01-19,TOR,BCH,1745,6012,3800,F,37.7,16.3,163.2,163.2,394,0.0,0,0.0,0,2007,1
510,PAL0607,2007-01-19,TOR,BCH,1800,6013,4400,M,38.1,18.3,147.3,147.3,424,0.0,0,0.0,0,2007,1
511,PAL0607,2007-01-19,TOR,BCH,1815,6014,4350,M,39.6,18.9,296.5,296.5,1009,0.0,0,0.0,0,2007,1
512,PAL0607,2007-01-19,TOR,BCH,1840,6015,4050,F,35.4,17.3,107.6,106.6,322,0.0,0,0.0,0,2007,1
513,PAL0607,2007-01-26,TOR,BCH,1745,6016,4600,M,42.3,21.7,279.3,279.3,965,0.0,0,0.0,0,2007,1
514,PAL0607,2007-01-26,TOR,BCH,1745,6017,4150,M,38.9,18.9,276.1,276.1,365,0.0,0,0.0,0,2007,1
515,PAL0607,2007-01-26,TOR,BCH,1800,6018,3750,F,34.1,15.5,96.2,96.2,107,0.0,0,0.0,0,2007,1
516,PAL0607,2007-01-26,TOR,BCH,1805,6019,4950,M,38.9,18.2,258.7,257.5,494,0.0,0,0.0,0,2007,1
517,PAL0607,2007-01-26,TOR,BCH,1835,6020,4450,F,35.3,17.6,237.8,237.8,748,0.0,0,0.0,0,2007,1
518,PAL0607,2007-02-02,TOR,BCH,1620,6021,4150,M,38.7,19.5,301.8,301.8,1215,0.0,0,0.0,0,2007,2
519,PAL0607,2007-02-02,TOR,BCH,1640,6022,4250,M,38.3,18.7,362.5,362.5,736,0.0,0,0.0,0,2007,2
520,PAL0607,2007-02-02,TOR,BCH,1700,6023,5000,M,37.9,18.2,184.1,184.1,398,0.0,0,0.0,0,2007,2
521,PAL0607,2007-02-02,TOR,BCH,1700,6024,4400,F,36.5,16.2,197.4,197.4,317,0.0,0,0.0,0,2007,2
522,PAL0607,2007-02-02,TOR,BCH,1710,6025,3850,F,35.9,17.6,239.1,239.1,539,0.0,0,0.0,0,2007,2
523,PAL0708,2008-01-04,TOR,BCH,18:30,7001,4900,M,42.2,19.0,225.8,215.8,729,0.0,0,0.0,0,2008,1
524,PAL0708,2008-01-04,TOR,BCH,18:50,7002,4450,F,35.1,17.3,132.4,132.4,257,0.0,0,0.0,0,2008,1
525,PAL0708,2008-01-04,TOR,BCH,19:10,7003,3700,M,39.4,19.5,228.8,152.8,438,0.0,0,1.0,1,2008,1
526,PAL0708,2008-01-04,TOR,BCH,19:30,7004,3650,M,40.0,18.1,137.0,137.0,383,0.0,0,0.0,0,2008,1
527,PAL0708,2008-01-04,TOR,BCH,19:50,7005,3650,M,41.7,19.0,185.9,185.9,491,0.0,0,0.0,0,2008,1
528,PAL0708,2008-01-11,TOR,BCH,18:50,7006,4625,M,39.4,19.8,244.9,226.9,911,0.0,0,1.0,1,2008,1
529,PAL0708,2008-01-11,TOR,BCH,19:10,7007,5050,F,37.2,17.9,252.1,251.1,969,0.0,0,1.0,1,2008,1
530,PAL0708,2008-01-11,TOR,BCH,19:30,7008,4050,F,35.0,15.9,192.9,192.9,780,0.0,0,0.0,0,2008,1
531,PAL0708,2008-01-11,TOR,BCH,19:50,7009,3750,F,37.3,17.2,331.7,276.7,859,0.0,0,0.0,0,2008,1
532,PAL0708,2008-01-11,TOR,BCH,20:10,7010,3950,F,34.5,15.2,159.2,159.2,555,0.0,0,0.0,0,2008,1
533,PAL0708,2008-01-18,TOR,BCH,18:00,7011,4850,M,39.2,18.2,202.5,202.5,904,0.0,0,0.0,0,2008,1
534,PAL0708,2008-01-18,TOR,BCH,18:20,7012,4300,F,38.3,16.7,167.5,167.5,344,0.0,0,0.0,0,2008,1
535,PAL0708,2008-01-18,TOR,BCH,18:40,7013,4200,M,40.4,17.3,377.9,376.9,1461,0.0,0,1.0,1,2008,1
536,PAL0708,2008-01-18,TOR,BCH,19:00,7014,4050,M,39.4,18.1,398.2,193.2,748,0.0,0,0.0,0,2008,1
537,PAL0708,2008-01-18,TOR,BCH,19:20,7015,3400,F,33.7,15.9,153.5,117.5,302,0.0,0,1.0,1,2008,1
538,PAL0708,2008-01-27,TOR,BCH,18:40,7016,4950,M,36.2,20.2,213.9,213.9,902,0.0,0,0.0,0,2008,1
539,PAL0708,2008-01-27,TOR,BCH,18:50,7017,3950,F,36.7,16.8,181.6,181.6,499,0.0,0,0.0,0,2008,1
540,PAL0708,2008-01-27,TOR,BCH,19:05,7018,4150,M,37.0,17.3,218.7,218.7,650,0.0,0,0.0,0,2008,1
541,PAL0708,2008-01-27,TOR,BCH,19:15,7019,3800,F,36.2,16.4,348.2,227.2,563,0.0,0,1.0,1,2008,1
542,PAL0708,2008-01-27,TOR,BCH,19:30,7020,3750,F,38.8,16.8,140.9,139.9,369,0.0,0,1.0,1,2008,1
543,PAL0708,2008-02-02,TOR,BCH,19:50,7021,4275,M,38.2,19.2,430.7,224.7,877,0.0,0,1.0,1,2008,2
544,PAL0708,2008-02-02,TOR,BCH,20:05,7022,3800,F,34.6,17.6,214.6,153.6,549,0.0,0,1.0,1,2008,2
545,PAL0708,2008-02-02,TOR,BCH,20:20,7023,3950,F,33.0,16.8,153.3,153.3,529,0.0,0,0.0,0,2008,2
546,PAL0708,2008-02-02,TOR,BCH,20:30,7024,4150,M,43.8,17.6,182.5,96.5,214,0.0,0,1.0,1,2008,2
547,PAL0708,2008-02-02,TOR,BCH,20:45,7025,3800,F,35.4,17.3,308.9,253.9,887,0.0,0,0.0,0,2008,2
548,PAL0809,2009-01-07,TOR,BCH,20:15,8001,4750,M,38.5,18.1,180.4,180.4,747,0.0,0,0.0,0,2009,1
549,PAL0809,2009-01-07,TOR,BCH,20:40,8002,3850,F,38.1,16.4,182.7,161.7,408,0.0,0,1.0,1,2009,1
550,PAL0809,2009-01-19,TOR,BCH,18:37,8003,3750,F,37.1,17.0,318.6,318.6,693,0.0,0,0.0,0,2009,1
551,PAL0809,2009-01-19,TOR,BCH,19:00,8004,4000,M,42.3,19.6,3.7,3.7,16,0.0,0,0.0,0,2009,1
552,PAL0809,2009-01-19,TOR,BCH,19:20,8005,4275,F,35.0,16.8,145.5,145.5,215,0.0,0,0.0,0,2009,1
553,PAL0809,2009-01-19,TOR,BCH,19:40,8006,4140,F,39.8,17.2,232.5,232.5,483,0.0,0,0.0,0,2009,1
554,PAL0809,2009-01-19,TOR,BCH,20:00,8007,4850,M,38.3,18.3,264.0,263.0,980,0.0,0,1.0,1,2009,1
555,PAL0809,2009-01-26,TOR,BCH,18:00,8008,4480,M,41.0,16.9,75.4,75.4,173,0.0,0,0.0,0,2009,1
556,PAL0809,2009-01-26,TOR,BCH,18:15,8009,4390,F,34.7,17.3,150.1,150.1,374,0.0,0,0.0,0,2009,1
557,PAL0809,2009-01-26,TOR,BCH,18:35,8010,4590,F,35.6,16.7,24.8,24.8,84,0.0,0,0.0,0,2009,1
558,PAL0809,2009-01-26,TOR,BCH,18:50,8011,4650,M,41.4,17.5,78.9,78.9,213,0.0,0,0.0,0,2009,1
559,PAL0809,2009-01-26,TOR,BCH,19:10,8012,5050,M,37.3,18.3,137.3,137.3,335,0.0,0,0.0,0,2009,1
560,PAL0809,2009-02-02,TOR,BCH,18:05,8013,4650,F,36.7,17.3,174.3,174.3,457,0.0,0,0.0,0,2009,2
561,PAL0809,2009-02-02,TOR,BCH,18:20,8014,4500,M,39.1,17.0,224.8,224.8,346,0.0,0,0.0,0,2009,2
562,PAL0809,2009-02-02,TOR,BCH,18:40,8015,4040,F,36.4,15.8,86.8,86.8,166,0.0,0,0.0,0,2009,2
563,PAL0809,2009-02-02,TOR,BCH,19:00,8016,4600,M,39.2,16.0,79.6,79.6,125,0.0,0,0.0,0,2009,2
564,PAL0809,2009-02-02,TOR,BCH,19:20,8017,4710,M,43.2,18.4,99.6,98.6,215,0.0,0,1.0,1,2009,2
565,PAL0910,2010-01-03,TOR,BCH,2100,9001,4450,F,34.5,18.3,87.0,86.0,212,0.0,0,1.0,0,2010,1
566,PAL0910,2010-01-03,TOR,BCH,2100,9002,4900,M,38.5,19.3,100.0,130.0,205,0.0,0,0.0,0,2010,1
567,PAL0910,2010-01-03,TOR,BCH,2100,9003,4125,F,36.8,17.0,70.0,69.0,115,0.0,0,1.0,0,2010,1
568,PAL0910,2010-01-12,TOR,BCH,1930,9004,3700,F,38.6,17.9,103.0,183.0,329,0.0,0,0.0,0,2010,1
569,PAL0910,2010-01-12,TOR,BCH,2000,9005,4100,M,41.8,16.5,91.0,91.0,169,0.0,0,0.0,0,2010,1
570,PAL0910,2010-01-12,TOR,BCH,2030,9006,5000,M,37.6,19.5,224.0,247.0,468,2.0,10,0.0,0,2010,1
571,PAL0910,2010-01-12,TOR,BCH,2100,9007,4450,F,37.4,17.5,156.0,204.0,308,0.0,0,0.0,0,2010,1
572,PAL0910,2010-01-12,TOR,BCH,2130,9008,3650,F,38.9,18.7,116.0,141.0,407,0.0,0,1.0,0,2010,1
573,PAL0910,2010-01-19,TOR,BCH,1900,9009,4375,F,35.5,18.5,258.0,282.0,458,0.0,0,1.0,0,2010,1
574,PAL0910,2010-01-19,TOR,BCH,1900,9010,4550,M,38.5,18.0,253.0,342.0,397,0.0,0,1.0,0,2010,1
575,PAL0910,2010-01-19,TOR,BCH,1900,9011,3750,F,34.5,19.4,91.0,152.0,159,0.0,0,4.0,0,2010,1
